,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
49735,20600,2014.0,ford f150,excellent,6.0,gas,61923.0,automatic,truck,white,1.0,2018-05-27,71
49736,8995,2007.0,chevrolet suburban,good,8.0,gas,172706.0,automatic,SUV,grey,1.0,2018-08-23,13
49738,24199,2018.0,chrysler 300,good,6.0,gas,18463.0,automatic,sedan,grey,1.0,2018-05-26,79
49740,3995,1998.0,ram 1500,excellent,8.0,gas,142000.0,automatic,pickup,blue,1.0,2019-03-09,76
49742,11600,2000.0,ram 3500,good,6.0,diesel,169500.0,automatic,pickup,white,1.0,2018-10-29,87
49751,18000,2006.0,jeep wrangler,excellent,6.0,gas,92770.0,manual,offroad,black,1.0,2019-02-16,99
49752,4500,2008.0,honda civic,good,4.0,gas,103600.0,automatic,sedan,blue,1.0,2019-03-29,77
49753,12475,2015.0,nissan rogue,excellent,4.0,gas,64589.0,automatic,SUV,black,1.0,2018-11-01,26
49756,9995,2013.0,gmc sierra 1500,excellent,8.0,gas,194325.0,automatic,pickup,white,1.0,2018-07-29,11
49760,11000,1997.0,toyota 4runner,excellent,4.0,gas,203000.0,manual,SUV,silver,1.0,2018-08-10,31
49766,5000,2006.0,ford ranger,good,6.0,gas,201600.0,automatic,pickup,red,1.0,2019-02-18,93
49769,5600,2007.0,nissan murano,excellent,6.0,gas,111750.0,automatic,SUV,black,1.0,2018-07-02,84
49772,9200,2014.0,dodge charger,excellent,8.0,gas,134000.0,automatic,sedan,silver,1.0,2018-11-22,51
49776,5900,2004.0,ford f-150,good,8.0,gas,246807.0,automatic,truck,red,1.0,2018-05-27,24
49779,16500,2007.0,chevrolet silverado 2500hd,good,8.0,diesel,175000.0,automatic,pickup,black,1.0,2019-03-03,80
49782,4000,2008.0,ford f150 supercrew cab xlt,good,8.0,gas,194844.0,automatic,truck,red,1.0,2019-03-09,35
49785,12500,2013.0,buick enclave,excellent,6.0,gas,136000.0,automatic,SUV,black,1.0,2018-08-26,45
49787,52995,2018.0,ford expedition,good,6.0,gas,33915.0,automatic,SUV,white,1.0,2018-10-25,12
49796,33695,2018.0,jeep wrangler unlimited,like new,6.0,gas,12020.0,automatic,offroad,silver,1.0,2018-06-24,17
49798,29995,2016.0,toyota 4runner,good,6.0,gas,68357.0,automatic,SUV,blue,1.0,2018-12-13,27
49800,10995,2011.0,kia sorento,good,6.0,gas,94415.0,automatic,SUV,grey,1.0,2019-04-09,38
49801,17900,2012.0,chevrolet silverado,excellent,8.0,gas,97000.0,automatic,pickup,grey,1.0,2019-01-30,50
49803,33900,2017.0,ram 1500,excellent,8.0,gas,22000.0,automatic,pickup,red,1.0,2019-02-12,48
49806,15995,2011.0,chevrolet silverado,excellent,8.0,gas,154020.0,automatic,pickup,blue,1.0,2018-12-02,18
49807,20794,2016.0,chevrolet colorado,excellent,6.0,gas,84052.0,automatic,pickup,red,1.0,2019-03-17,42
49808,7500,1999.0,ford f250 super duty,good,8.0,diesel,270000.0,automatic,truck,green,1.0,2018-06-14,21
49809,2995,1998.0,jeep grand cherokee laredo,good,6.0,gas,239000.0,automatic,SUV,red,1.0,2018-06-17,22
49811,9500,2008.0,cadillac escalade,good,8.0,gas,157000.0,automatic,SUV,white,1.0,2018-10-18,45
49813,33950,2017.0,ford f-250,good,8.0,diesel,143905.0,automatic,pickup,white,1.0,2018-06-22,38
49814,10995,2011.0,bmw x5,excellent,6.0,gas,114000.0,automatic,SUV,silver,1.0,2018-05-23,29
49815,11950,2004.0,chevrolet silverado 2500hd,good,8.0,diesel,225117.0,automatic,pickup,white,1.0,2018-07-28,13
49816,8200,2008.0,toyota tacoma,new,6.0,gas,234000.0,automatic,truck,silver,1.0,2018-09-20,27
49817,22000,2011.0,chevrolet silverado 2500hd,good,8.0,diesel,131000.0,automatic,truck,black,1.0,2018-06-03,74
49819,18500,2010.0,ram 3500,good,6.0,diesel,211000.0,automatic,pickup,brown,1.0,2019-04-06,51
49820,17000,2010.0,ram 2500,good,8.0,gas,142000.0,automatic,truck,white,1.0,2018-05-10,170
49824,8995,2004.0,chevrolet silverado 1500,good,8.0,gas,95000.0,automatic,truck,white,1.0,2019-03-23,84
49825,3200,2006.0,chevrolet colorado,good,5.0,gas,200000.0,automatic,pickup,red,1.0,2019-02-17,19
49827,27108,2017.0,jeep grand cherokee,like new,6.0,gas,40053.0,automatic,SUV,grey,1.0,2019-01-03,23
49828,9700,2008.0,ford f350 super duty,excellent,8.0,gas,95000.0,automatic,truck,white,1.0,2018-09-26,28
49829,3995,1998.0,jeep wrangler,fair,6.0,gas,200000.0,manual,SUV,red,1.0,2018-08-28,9
49831,46000,2017.0,ford f250,like new,8.0,gas,86000.0,automatic,truck,black,1.0,2018-08-15,51
49835,2650,2004.0,subaru impreza,good,4.0,gas,171000.0,manual,hatchback,silver,1.0,2019-02-13,68
49836,16500,2007.0,ram 3500,good,6.0,diesel,130000.0,manual,truck,blue,1.0,2018-08-18,59
49837,13000,2013.0,ford f-150,good,8.0,gas,201076.0,automatic,truck,white,1.0,2018-10-23,31
49840,17000,2005.0,ford f250 super duty,excellent,8.0,diesel,149000.0,automatic,pickup,black,1.0,2019-02-12,33
49843,11900,2007.0,ford f-150,excellent,8.0,gas,73000.0,automatic,truck,custom,1.0,2019-02-20,27
49851,20000,2013.0,jeep grand cherokee,good,8.0,gas,50110.0,automatic,SUV,silver,1.0,2018-07-19,26
49852,18000,2014.0,gmc sierra,excellent,8.0,gas,120000.0,automatic,truck,white,1.0,2019-01-03,10
49857,4250,2008.0,kia sorento,excellent,6.0,gas,150500.0,automatic,SUV,brown,1.0,2018-05-05,84
49859,5500,2006.0,dodge dakota,good,8.0,gas,139000.0,automatic,truck,red,1.0,2018-05-10,11
49861,11500,2012.0,ford f-150,excellent,8.0,gas,163900.0,automatic,truck,white,1.0,2018-07-13,38
49863,2500,2002.0,ford explorer,fair,6.0,gas,135306.0,automatic,SUV,silver,1.0,2018-05-25,40
49864,10995,2011.0,bmw x5,excellent,6.0,gas,114000.0,automatic,SUV,silver,1.0,2019-01-29,22
49865,21000,2015.0,dodge charger,like new,6.0,gas,37100.0,automatic,sedan,red,1.0,2018-09-04,28
49869,16995,2014.0,toyota rav4,like new,4.0,gas,78724.0,automatic,SUV,grey,1.0,2019-04-02,65
49870,3995,2006.0,chevrolet equinox,good,6.0,gas,103574.0,automatic,SUV,white,1.0,2018-07-12,208
49874,16900,2009.0,ford f-250 sd,excellent,10.0,gas,59000.0,automatic,truck,white,1.0,2018-09-18,47
49875,3995,2007.0,ford explorer,good,6.0,gas,131193.0,automatic,SUV,red,1.0,2018-11-14,34
49877,12900,2006.0,chevrolet silverado 2500hd,excellent,8.0,gas,185000.0,automatic,truck,white,1.0,2018-11-14,52
49878,28900,2011.0,ford f-350 sd,excellent,8.0,diesel,120000.0,automatic,truck,white,1.0,2018-06-19,8
49879,14500,2004.0,chevrolet silverado 2500hd,excellent,8.0,gas,106000.0,automatic,truck,grey,1.0,2019-02-25,12
49880,5800,1997.0,ram 1500,good,8.0,gas,155.0,automatic,pickup,green,1.0,2018-08-15,22
49882,3400,2006.0,honda pilot,good,6.0,gas,226000.0,automatic,SUV,blue,1.0,2019-01-07,149
49890,19900,2015.0,chevrolet silverado,good,8.0,gas,134333.0,automatic,pickup,white,1.0,2018-12-02,15
49891,4950,2008.0,ford escape,fair,6.0,gas,148406.0,automatic,SUV,red,1.0,2019-01-24,12
49892,6000,2001.0,gmc sierra 1500,good,8.0,gas,138469.0,automatic,truck,grey,1.0,2018-06-04,29
49899,7300,2015.0,ford fusion se,good,4.0,gas,119500.0,automatic,sedan,grey,1.0,2018-09-03,109
49903,14900,2015.0,ram 1500,excellent,8.0,gas,37455.0,automatic,truck,grey,1.0,2019-02-23,64
49905,3995,2006.0,chevrolet equinox,good,6.0,gas,103574.0,automatic,SUV,white,1.0,2019-02-27,20
49909,4600,2006.0,chevrolet silverado 1500,good,8.0,gas,216500.0,automatic,truck,blue,1.0,2018-09-04,44
49910,6900,2011.0,kia sorento,good,4.0,gas,136303.0,automatic,wagon,grey,1.0,2018-08-16,61
49911,3995,2007.0,ford explorer,good,6.0,gas,131193.0,automatic,SUV,white,1.0,2019-03-20,86
49917,2200,2002.0,ford escape,good,6.0,gas,160000.0,automatic,SUV,red,1.0,2018-09-28,15
49922,36990,2017.0,ford f350,good,8.0,gas,17954.0,automatic,pickup,white,1.0,2018-10-13,71
49925,14995,2014.0,chevrolet silverado 1500,good,8.0,gas,191142.0,automatic,pickup,brown,1.0,2019-04-14,60
49927,12500,2009.0,gmc sierra 1500,good,8.0,hybrid,144073.0,automatic,pickup,white,1.0,2018-08-10,7
49928,10500,2009.0,toyota highlander,good,6.0,gas,132867.0,automatic,SUV,green,1.0,2018-05-29,28
49930,11995,2013.0,ford explorer,good,6.0,gas,140239.0,automatic,SUV,silver,1.0,2019-02-21,24
49933,14700,2014.0,ford escape,excellent,4.0,gas,81000.0,automatic,SUV,grey,1.0,2018-12-07,52
49934,20499,2016.0,ram 1500,good,8.0,gas,62717.0,automatic,truck,white,1.0,2018-10-19,60
49938,27990,2017.0,jeep wrangler unlimited,like new,6.0,gas,47358.0,automatic,SUV,black,1.0,2018-12-14,63
49939,16258,2016.0,ford fusion,excellent,4.0,gas,58338.0,automatic,sedan,black,1.0,2018-06-14,23
49941,18990,2006.0,ram 2500,excellent,6.0,diesel,230549.0,automatic,truck,grey,1.0,2019-04-13,52
49943,25931,2017.0,ram 1500,excellent,8.0,gas,31098.0,automatic,truck,red,1.0,2018-09-13,58
49944,10937,2013.0,subaru outback,excellent,4.0,gas,137788.0,automatic,wagon,white,1.0,2019-04-17,47
49954,24900,2015.0,ram 1500,excellent,8.0,gas,79716.0,automatic,truck,grey,1.0,2018-07-08,64
49960,5800,2009.0,subaru forester,excellent,4.0,gas,125500.0,automatic,hatchback,silver,1.0,2018-06-01,28
49961,19500,2009.0,ford f-250 super duty,good,8.0,diesel,100000.0,automatic,truck,blue,1.0,2019-02-22,28
49962,10500,2013.0,ford fusion,excellent,4.0,gas,96151.0,automatic,sedan,white,1.0,2018-06-02,10
49968,1500,1998.0,jeep grand cherokee laredo,good,6.0,gas,245000.0,automatic,SUV,purple,1.0,2018-11-11,10
49971,20900,2015.0,ford f-250 super duty,good,8.0,gas,88000.0,automatic,pickup,silver,1.0,2019-03-09,37
49976,22000,2016.0,ford f-150,like new,8.0,gas,123500.0,automatic,pickup,silver,1.0,2019-02-19,31
49977,4990,2005.0,toyota rav4,excellent,4.0,gas,192216.0,automatic,SUV,custom,1.0,2018-07-18,13
49979,3995,2000.0,ford f-150,good,8.0,gas,106000.0,automatic,pickup,red,1.0,2018-09-21,21
49982,7995,2011.0,subaru impreza,excellent,4.0,gas,107077.0,manual,sedan,silver,1.0,2019-01-23,26
49986,18900,2014.0,ford f-150,excellent,6.0,gas,158400.0,automatic,truck,red,1.0,2018-07-10,37
49995,2750,2002.0,chevrolet trailblazer,excellent,6.0,gas,215000.0,automatic,SUV,grey,1.0,2018-10-01,24
49996,6750,2005.0,ford f150,good,8.0,gas,141000.0,automatic,truck,red,1.0,2018-08-25,16
49998,13250,2010.0,chevrolet silverado,excellent,8.0,gas,13499.0,automatic,truck,red,1.0,2018-06-15,110
50001,23000,2011.0,ram 2500,excellent,6.0,diesel,202000.0,automatic,pickup,grey,1.0,2018-06-13,73
50002,20950,2013.0,ford f-150,excellent,6.0,gas,109000.0,automatic,pickup,silver,1.0,2018-08-27,25
50003,16498,2007.0,cadillac escalade,excellent,8.0,gas,116343.0,automatic,SUV,white,1.0,2018-07-20,68
50005,7500,2006.0,ford expedition,like new,8.0,gas,134500.0,automatic,SUV,white,1.0,2019-01-17,17
50009,2000,1996.0,chevrolet tahoe,fair,8.0,gas,233750.0,automatic,SUV,red,1.0,2019-01-01,41
50016,12991,2012.0,gmc acadia,good,6.0,gas,96699.0,automatic,SUV,custom,1.0,2019-02-04,19
50017,12791,2007.0,gmc sierra 1500,good,8.0,gas,124496.0,automatic,truck,white,1.0,2018-05-08,89
50023,9991,2004.0,ford ranger,good,6.0,gas,131000.0,automatic,truck,red,1.0,2019-04-14,19
50027,8991,2005.0,gmc sierra 1500,good,8.0,gas,179008.0,automatic,truck,red,1.0,2018-11-24,32
50029,39995,2015.0,chevrolet silverado 2500hd,excellent,8.0,diesel,93036.0,automatic,truck,white,1.0,2018-10-13,43
50031,18995,2012.0,ram 3500,excellent,6.0,diesel,297020.0,automatic,truck,silver,1.0,2018-12-23,40
50035,19995,2013.0,ford expedition,excellent,8.0,gas,104901.0,automatic,SUV,black,1.0,2018-05-17,83
50036,15995,2014.0,ford f-150,excellent,8.0,gas,129075.0,automatic,truck,white,1.0,2018-06-18,9
50047,25950,2016.0,chevrolet silverado 1500,excellent,8.0,gas,36180.0,automatic,truck,grey,1.0,2019-04-06,44
50048,6950,2006.0,gmc sierra 1500,fair,8.0,gas,169930.0,automatic,truck,red,1.0,2018-11-08,72
50053,2500,2002.0,chevrolet silverado,fair,8.0,gas,148245.0,automatic,pickup,white,1.0,2018-08-07,30
50054,5995,2004.0,ford f350 super duty,good,8.0,diesel,277000.0,automatic,truck,white,1.0,2018-09-15,29
50055,27999,2017.0,ram 1500,excellent,8.0,gas,63000.0,automatic,truck,white,1.0,2018-11-24,12
50056,15000,2004.0,ford f150,good,8.0,gas,96500.0,automatic,truck,black,1.0,2018-05-17,14
50057,5900,2005.0,toyota highlander,good,6.0,gas,195643.0,automatic,SUV,silver,1.0,2018-05-16,26
50058,7200,2000.0,ford f-250 super duty,good,8.0,diesel,172000.0,automatic,pickup,red,1.0,2019-04-13,93
50066,19500,2014.0,chevrolet silverado 1500,excellent,8.0,gas,150001.0,automatic,truck,custom,1.0,2019-02-15,19
50071,19995,2013.0,chevrolet silverado 2500hd,like new,8.0,gas,92582.0,automatic,truck,white,1.0,2018-05-30,45
50073,3800,2006.0,chevrolet equinox,good,6.0,gas,134600.0,automatic,SUV,green,1.0,2018-06-05,69
50076,4199,2001.0,toyota rav4,excellent,4.0,gas,154000.0,automatic,SUV,silver,1.0,2019-04-14,84
50078,7475,2003.0,gmc sierra,good,8.0,gas,179129.0,automatic,truck,blue,1.0,2018-09-07,17
50080,8500,2008.0,jeep grand cherokee,excellent,6.0,diesel,158000.0,automatic,SUV,silver,1.0,2018-08-10,50
50084,34500,2018.0,ford explorer,excellent,6.0,gas,24822.0,automatic,SUV,black,1.0,2018-09-16,46
50085,7500,2004.0,chevrolet silverado 1500,good,8.0,gas,150000.0,automatic,pickup,red,1.0,2019-03-19,8
50086,24000,2015.0,ford f250,excellent,8.0,diesel,195000.0,automatic,truck,white,1.0,2018-07-29,44
50088,4000,2004.0,ford f-150,good,8.0,gas,171171.0,automatic,pickup,red,1.0,2019-04-17,120
50096,11995,2006.0,ford f250 super duty,good,8.0,gas,121459.0,automatic,truck,blue,1.0,2019-01-05,31
50097,9500,2009.0,ford f-250,good,8.0,gas,189490.0,automatic,truck,white,1.0,2018-05-02,33
50098,8000,2002.0,ford f250 super duty,good,8.0,diesel,240000.0,automatic,truck,red,1.0,2018-10-30,58
50100,5500,2003.0,ram 2500,fair,8.0,gas,207000.0,automatic,pickup,black,1.0,2018-11-22,47
50101,19900,2013.0,chevrolet silverado 3500hd,good,8.0,gas,138892.0,automatic,truck,white,1.0,2018-12-12,70
50103,6995,2005.0,gmc sierra 1500,excellent,8.0,gas,199207.0,automatic,pickup,red,1.0,2018-10-12,47
50104,18000,2000.0,ford f350,good,10.0,gas,45000.0,automatic,truck,green,1.0,2018-09-20,17
50108,68000,2017.0,ford f-150,excellent,8.0,gas,30700.0,automatic,pickup,grey,1.0,2018-06-30,45
50109,1900,1999.0,ford f150,fair,8.0,gas,168000.0,automatic,truck,green,1.0,2018-08-14,32
50110,36000,2015.0,toyota 4runner,like new,6.0,gas,39000.0,automatic,SUV,orange,1.0,2018-07-25,22
50113,66000,2018.0,ford f-250,new,8.0,diesel,22000.0,automatic,truck,white,1.0,2018-07-19,4
50114,11800,2001.0,toyota tacoma,excellent,6.0,gas,142000.0,automatic,truck,silver,1.0,2018-05-24,66
50117,27800,2016.0,ford f150 supercrew cab xlt,good,6.0,gas,47570.0,other,pickup,white,1.0,2018-09-20,17
50124,4995,2000.0,ford f250 super duty,excellent,10.0,gas,240000.0,automatic,truck,white,1.0,2018-05-14,43
50125,995,1999.0,jeep cherokee,fair,6.0,gas,134000.0,automatic,SUV,white,1.0,2019-03-30,13
50126,8000,2014.0,ford f150,good,6.0,gas,261325.0,automatic,pickup,white,1.0,2018-10-02,6
50127,14772,2015.0,subaru forester,excellent,4.0,gas,21641.0,automatic,wagon,blue,1.0,2019-03-29,60
50128,6500,2007.0,bmw x5,excellent,6.0,gas,149000.0,manual,SUV,black,1.0,2018-06-14,25
50129,20000,2018.0,subaru forester,excellent,4.0,gas,31000.0,automatic,SUV,white,1.0,2018-06-18,23
50131,16500,2018.0,subaru forester,excellent,4.0,gas,40377.0,automatic,SUV,white,1.0,2018-08-07,8
50132,17500,2017.0,subaru forester,excellent,4.0,gas,30112.0,automatic,SUV,grey,1.0,2019-04-18,45
50135,11499,2011.0,gmc sierra,good,8.0,gas,121000.0,automatic,truck,grey,1.0,2018-06-15,39
50136,25000,2013.0,ford f-150,excellent,6.0,gas,83000.0,automatic,truck,black,1.0,2019-04-19,61
50137,10990,2010.0,gmc sierra 1500,good,8.0,gas,98300.0,automatic,pickup,white,1.0,2018-10-29,32
50139,4500,2004.0,ford f-150,good,8.0,gas,239000.0,automatic,truck,red,1.0,2018-11-04,47
50140,5600,2005.0,jeep grand cherokee,excellent,8.0,gas,141000.0,automatic,SUV,green,1.0,2018-10-09,21
50141,10500,2016.0,chevrolet equinox,like new,4.0,gas,120000.0,automatic,SUV,grey,1.0,2019-02-06,5
50143,8500,2008.0,toyota highlander,excellent,6.0,gas,165000.0,automatic,SUV,grey,1.0,2018-05-24,44
50145,10995,2015.0,ford f-250 sd,good,8.0,gas,189989.0,automatic,truck,white,1.0,2018-12-09,58
50149,7000,2009.0,toyota highlander,good,6.0,gas,144000.0,automatic,SUV,white,1.0,2018-09-08,44
50155,5500,1994.0,ford f-150,good,8.0,gas,243000.0,automatic,truck,silver,1.0,2018-09-30,56
50156,2750,2006.0,subaru forester,fair,4.0,gas,161000.0,automatic,SUV,silver,1.0,2019-02-11,11
50159,10000,1997.0,jeep wrangler,good,6.0,gas,124000.0,automatic,SUV,red,1.0,2019-02-15,62
50161,18995,2016.0,chevrolet silverado 1500,like new,8.0,gas,98665.0,automatic,pickup,white,1.0,2018-10-16,62
50162,12900,2011.0,subaru outback,excellent,4.0,gas,79000.0,automatic,hatchback,white,1.0,2018-06-11,31
50167,1000,1999.0,jeep cherokee,salvage,6.0,gas,207000.0,automatic,SUV,blue,1.0,2018-06-20,43
50168,23700,2019.0,nissan frontier crew cab sv,good,6.0,gas,12901.0,other,pickup,black,1.0,2019-02-17,117
50169,7500,1977.0,ford f-250,good,8.0,gas,112000.0,automatic,truck,yellow,1.0,2018-07-03,99
50174,31400,2016.0,chevrolet silverado 1500 crew,good,8.0,gas,15070.0,automatic,pickup,black,1.0,2018-10-27,17
50185,2500,2014.0,ford f-150,excellent,8.0,gas,115000.0,automatic,truck,white,1.0,2018-09-28,28
50186,22900,2019.0,nissan frontier crew cab sv,good,6.0,gas,24402.0,other,pickup,blue,1.0,2019-02-11,21
50187,16900,2008.0,chevrolet silverado,good,8.0,diesel,238000.0,automatic,truck,black,1.0,2018-06-23,4
50190,23800,2018.0,nissan frontier crew cab sv,good,6.0,gas,10899.0,other,pickup,silver,1.0,2018-06-10,21
50196,19000,2015.0,ford explorer,excellent,6.0,gas,56000.0,automatic,SUV,black,1.0,2018-12-15,28
50198,21900,2019.0,nissan frontier crew cab sv,good,6.0,gas,27576.0,other,pickup,white,1.0,2019-01-31,18
50208,6900,1999.0,gmc sierra 1500,good,8.0,gas,180300.0,automatic,truck,grey,1.0,2018-12-30,28
50214,15000,2004.0,ford f-250 super duty,excellent,8.0,diesel,264000.0,automatic,truck,black,1.0,2018-09-27,43
50221,4500,2014.0,ford f-150,excellent,8.0,gas,72000.0,automatic,truck,custom,1.0,2018-10-16,29
50230,5500,2017.0,ford explorer,excellent,6.0,gas,25000.0,automatic,SUV,grey,1.0,2018-09-01,32
50234,10526,2012.0,gmc sierra 1500,excellent,8.0,gas,178085.0,automatic,pickup,black,1.0,2019-02-09,32
50248,6590,2003.0,toyota tundra,excellent,8.0,gas,308000.0,automatic,pickup,silver,1.0,2018-11-05,64
50257,6000,1988.0,ford f-250,good,8.0,gas,121000.0,manual,truck,red,1.0,2019-03-04,18
50260,6300,2012.0,subaru outback,like new,4.0,gas,137000.0,automatic,wagon,white,1.0,2018-12-02,32
50261,3800,2004.0,ford expedition,good,8.0,gas,223000.0,automatic,SUV,red,1.0,2018-06-21,14
50265,17900,2012.0,jeep wrangler,excellent,6.0,gas,57000.0,manual,SUV,silver,1.0,2018-10-08,40
50266,27000,2015.0,ram 2500,excellent,6.0,diesel,160000.0,other,truck,silver,1.0,2018-12-16,5
50273,9995,2013.0,subaru outback,excellent,4.0,gas,148872.0,automatic,wagon,black,1.0,2019-01-24,13
50275,18995,2015.0,ford f150,good,8.0,gas,126023.0,automatic,truck,silver,1.0,2018-06-24,22
50277,16995,2011.0,chevrolet silverado 2500hd,like new,8.0,gas,180995.0,automatic,truck,white,1.0,2018-08-27,56
50281,13950,2009.0,toyota tacoma,excellent,6.0,gas,179316.0,automatic,pickup,grey,1.0,2019-03-08,32
50285,40995,2015.0,cadillac escalade,excellent,8.0,gas,55218.0,automatic,SUV,silver,1.0,2019-01-10,56
50286,26995,2016.0,chevrolet silverado,excellent,8.0,gas,36645.0,automatic,pickup,white,1.0,2019-02-05,28
50287,29995,2018.0,ford f-150,excellent,6.0,gas,32551.0,automatic,pickup,red,1.0,2019-02-24,42
50289,7950,2002.0,ford f-150,excellent,8.0,gas,170744.0,automatic,pickup,red,1.0,2019-02-07,23
50291,25995,2016.0,ram 1500,excellent,8.0,gas,44267.0,automatic,pickup,black,1.0,2018-05-19,18
50292,4950,2001.0,dodge dakota,excellent,8.0,gas,190282.0,automatic,pickup,red,1.0,2019-01-21,19
50293,4950,2001.0,jeep cherokee,excellent,6.0,gas,175000.0,automatic,SUV,green,1.0,2019-02-01,20
50304,26995,2015.0,chevrolet silverado 1500,excellent,8.0,gas,79976.0,automatic,pickup,black,1.0,2018-09-26,56
50316,30500,2017.0,ram 1500,like new,8.0,gas,50700.0,automatic,pickup,grey,1.0,2018-05-08,7
50325,20995,2015.0,ford explorer,good,6.0,gas,58452.0,automatic,SUV,black,1.0,2018-08-17,66
50328,12999,2012.0,ram 1500,excellent,8.0,gas,118000.0,automatic,pickup,white,1.0,2018-08-29,24
50338,2500,2003.0,chevrolet suburban,good,8.0,gas,140000.0,automatic,SUV,blue,1.0,2019-02-05,61
50341,16000,2011.0,chevrolet silverado,good,8.0,gas,180000.0,automatic,pickup,grey,1.0,2018-05-10,51
50344,590,2000.0,jeep grand cherokee,good,8.0,gas,160000.0,automatic,SUV,brown,1.0,2019-03-13,10
50351,11790,2003.0,ford f-150,good,8.0,diesel,272000.0,automatic,pickup,red,1.0,2018-06-07,40
50353,26995,2011.0,gmc sierra 2500hd,like new,8.0,diesel,162841.0,automatic,truck,white,1.0,2018-09-19,14
50354,26995,2012.0,chevrolet silverado 2500hd,like new,8.0,diesel,172009.0,automatic,truck,white,1.0,2018-05-01,15
50360,8995,2008.0,cadillac escalade,excellent,8.0,gas,185000.0,automatic,SUV,white,1.0,2018-05-04,44
50366,6995,2013.0,nissan rogue,excellent,4.0,gas,65000.0,automatic,SUV,red,1.0,2019-03-29,51
50367,30995,2015.0,chevrolet silverado 3500hd,like new,8.0,diesel,138622.0,automatic,truck,white,1.0,2018-12-08,28
50368,17995,2012.0,chevrolet silverado 1500,like new,8.0,gas,137691.0,automatic,truck,grey,1.0,2018-11-04,51
50373,22900,2019.0,nissan frontier crew cab sv,good,6.0,gas,24402.0,other,pickup,blue,1.0,2019-01-06,17
50374,10995,2013.0,ford f250 super duty,good,8.0,gas,224848.0,automatic,pickup,white,1.0,2019-02-09,36
50378,34500,2015.0,chevrolet silverado 3500hd,excellent,8.0,diesel,82237.0,automatic,SUV,white,1.0,2018-06-06,40
50380,27995,2013.0,chevrolet silverado 2500hd,like new,8.0,diesel,157241.0,automatic,truck,white,1.0,2019-01-14,10
50381,25995,2015.0,chevrolet silverado 2500hd,like new,8.0,diesel,155900.0,automatic,pickup,white,1.0,2018-12-31,64
50389,37495,2016.0,gmc yukon,like new,8.0,gas,29774.0,automatic,SUV,white,1.0,2018-09-28,41
50393,1,2003.0,gmc sierra 2500hd,good,8.0,diesel,212300.0,automatic,pickup,black,1.0,2019-04-12,28
50396,13600,2004.0,jeep wrangler,excellent,6.0,gas,119000.0,automatic,truck,silver,1.0,2019-04-09,12
50398,5850,2010.0,chevrolet equinox,excellent,4.0,gas,77000.0,automatic,SUV,silver,1.0,2018-05-07,3
50402,10500,2007.0,chevrolet silverado 2500hd,good,8.0,gas,142000.0,automatic,pickup,red,1.0,2018-12-11,7
50403,21977,2012.0,toyota tundra,excellent,8.0,gas,149415.0,automatic,offroad,grey,1.0,2018-05-02,54
50407,8700,2013.0,subaru impreza,excellent,4.0,gas,57.0,automatic,wagon,grey,1.0,2019-03-21,4
50409,10200,2009.0,honda cr-v,good,4.0,gas,77414.0,automatic,SUV,blue,1.0,2018-12-03,64
50410,5445,2008.0,toyota rav4,excellent,6.0,gas,217442.0,automatic,SUV,silver,1.0,2019-04-17,14
50411,24988,2014.0,gmc sierra 1500,good,8.0,gas,92697.0,automatic,pickup,white,1.0,2019-02-07,52
50416,12500,2004.0,ford f-250 super duty,excellent,8.0,diesel,152502.0,automatic,truck,red,1.0,2018-11-30,30
50419,4000,1994.0,ford f-250,good,8.0,diesel,143000.0,automatic,truck,black,1.0,2018-06-05,4
50425,11995,2011.0,ford f-150,excellent,8.0,gas,127960.0,automatic,truck,silver,1.0,2018-08-27,4
50431,12995,2013.0,nissan rogue,excellent,4.0,gas,46150.0,automatic,wagon,black,1.0,2018-08-01,31
50432,13995,2008.0,chevrolet silverado 1500,excellent,8.0,gas,93300.0,automatic,truck,grey,1.0,2018-05-10,42
50433,20995,2013.0,ram 1500,excellent,8.0,gas,96100.0,automatic,truck,white,1.0,2018-12-18,40
50434,10995,2011.0,ford explorer,excellent,6.0,gas,128200.0,automatic,wagon,black,1.0,2018-11-02,23
50435,14995,2011.0,ford ranger,excellent,6.0,gas,54200.0,automatic,truck,grey,1.0,2018-07-06,54
50438,4250,2007.0,jeep grand cherokee laredo,excellent,6.0,gas,144513.0,automatic,SUV,black,1.0,2019-02-24,41
50440,17995,2015.0,ford explorer,excellent,6.0,gas,92763.0,automatic,SUV,black,1.0,2018-12-11,31
50442,10995,2007.0,chevrolet suburban,good,8.0,gas,183521.0,automatic,SUV,black,1.0,2019-01-06,47
50446,14995,2016.0,ford escape,good,4.0,gas,90698.0,automatic,SUV,silver,1.0,2018-06-11,43
50447,7500,2003.0,ford f-150,excellent,8.0,gas,140000.0,automatic,pickup,red,1.0,2018-09-23,4
50448,4000,2003.0,honda pilot,good,4.0,gas,220000.0,automatic,SUV,brown,1.0,2018-05-28,22
50450,22900,2016.0,ram 1500,excellent,8.0,gas,139900.0,automatic,truck,white,1.0,2018-08-25,40
50454,10500,2009.0,chevrolet silverado,excellent,8.0,gas,143000.0,automatic,truck,white,1.0,2018-11-03,59
50458,18900,2012.0,jeep wrangler,like new,6.0,gas,76000.0,automatic,SUV,silver,1.0,2018-05-12,14
